mort,category,geography,year,sex,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA311402,Statistical Area Level 3 (SA3),Southern Highlands,2020,Persons,494,"51,873",952.3,495,1.01,132,26.7,186.3,"1,958",43,50,37.9,69.8,84.1
SA311402,Statistical Area Level 3 (SA3),Southern Highlands,2021,Persons,538,"52,426",1026.2,497.3,0.98,148,27.5,184.9,"1,692",37,63,42.6,88.3,83.2
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2017,Persons,828,"151,904",545.1,442.6,0.84,183,22.1,110.6,"2,672",18.7,81,44.3,50.7,86.6
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2018,Persons,872,"153,199",569.2,452.3,0.89,186,21.3,106.1,"2,602",18.1,70,37.6,40.1,86.3
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2019,Persons,894,"154,646",578.1,444.2,0.84,197,22,111.1,"2,923",20.3,81,41.1,46.8,85.7
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2020,Persons,862,"155,440",554.6,410.4,0.83,212,24.6,116.5,"2,668",18.5,94,44.3,52.7,84.8
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2021,Persons,949,"155,217",611.4,430.3,0.85,202,21.3,114.1,"3,229",22.5,95,47,56,85.6
SA311502,Statistical Area Level 3 (SA3),Dural - Wisemans Ferry,2017,Persons,171,"27,472",622.5,436.9,0.82,45,26.3,132.2,543,21.4,17,37.8,,84.1
SA311502,Statistical Area Level 3 (SA3),Dural - Wisemans Ferry,2018,Persons,178,"27,758",641.3,445.1,0.87,47,26.4,139.6,608,23.8,23,48.9,65.6,83.4
SA311502,Statistical Area Level 3 (SA3),Dural - Wisemans Ferry,2019,Persons,169,"27,902",605.7,411.6,0.77,49,29,151.9,791,31,28,57.1,96.5,84.6
SA311502,Statistical Area Level 3 (SA3),Dural - Wisemans Ferry,2020,Persons,146,"27,989",521.6,331.5,0.67,40,27.4,115.4,544,21.3,20,50,59.7,85.3
SA311502,Statistical Area Level 3 (SA3),Dural - Wisemans Ferry,2021,Persons,197,"28,024",703,407.4,0.8,35,17.8,87.3,308,12.1,14,40,,85.7
SA311503,Statistical Area Level 3 (SA3),Hawkesbury,2017,Persons,129,"25,267",510.5,556.4,1.05,60,46.5,210.5,997,41.4,33,55,120.8,77.8
SA311503,Statistical Area Level 3 (SA3),Hawkesbury,2018,Persons,112,"25,245",443.7,468.5,0.92,44,39.3,142.7,650,27.1,28,63.6,93.5,78.4
SA311503,Statistical Area Level 3 (SA3),Hawkesbury,2019,Persons,105,"25,214",416.4,406.1,0.76,51,48.6,162.4,657,27.5,24,47.1,78.9,75.8
SA311503,Statistical Area Level 3 (SA3),Hawkesbury,2020,Persons,89,"25,182",353.4,336.7,0.69,38,42.7,121.4,394,16.6,20,52.6,67.9,77.4
SA311503,Statistical Area Level 3 (SA3),Hawkesbury,2021,Persons,94,"25,150",373.8,352.8,0.7,44,46.8,144.9,654,27.6,27,61.4,97.2,77
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2017,Persons,82,"36,654",223.7,354,0.67,39,47.6,119.7,628,17.6,17,43.6,,75.7
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2018,Persons,89,"39,778",223.7,353,0.69,44,49.4,125.6,774,20,18,40.9,,75.1
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2019,Persons,111,"45,270",245.2,388.2,0.73,53,47.7,133.3,"1,031",23.5,25,47.2,59.7,77.2
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2020,Persons,117,"50,827",230.2,396.4,0.81,44,37.6,101.3,836,17,20,45.5,43.5,80.3
SA311504,Statistical Area Level 3 (SA3),Rouse Hill - McGraths Hill,2021,Persons,122,"56,875",214.5,347,0.68,58,47.5,123.5,950,17.2,25,43.1,54.5,75.6
SA311601,Statistical Area Level 3 (SA3),Blacktown,2017,Persons,739,"141,486",522.3,533.8,1.01,302,40.9,220.1,"4,989",37.1,154,50.8,113.4,79.3
SA311601,Statistical Area Level 3 (SA3),Blacktown,2018,Persons,748,"143,174",522.4,531.1,1.04,293,39.2,207.7,"4,839",35.6,131,44.7,93.1,79.1
SA311601,Statistical Area Level 3 (SA3),Blacktown,2019,Persons,734,"144,572",507.7,509.8,0.96,307,41.8,216.1,"5,523",40.3,132,43.1,94.4,78.1
SA311601,Statistical Area Level 3 (SA3),Blacktown,2020,Persons,764,"144,661",528.1,512.8,1.04,316,41.4,214.6,"5,659",41.3,150,47.5,100.8,79.8
SA311601,Statistical Area Level 3 (SA3),Blacktown,2021,Persons,790,"143,558",550.3,529,1.04,309,39.1,210.7,"5,119",37.7,143,46.3,100.2,80
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2017,Persons,287,"103,953",276.1,551.6,1.04,137,47.7,170.9,"2,656",26.1,66,48.2,80,76.2
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2018,Persons,262,"111,339",235.3,451.4,0.88,140,53.4,167.2,"2,751",25.3,68,48.6,83.2,74
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2019,Persons,321,"120,384",266.6,536.9,1.01,156,48.6,170.4,"2,882",24.5,82,52.6,87,75.5
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2020,Persons,291,"132,555",219.5,430.8,0.88,150,51.5,150.5,"2,821",21.8,75,50,73.6,74.4
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2021,Persons,333,"143,632",231.8,445.2,0.88,170,51.1,156.4,"3,369",24,78,45.9,71.4,74.5
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2017,Persons,646,"117,050",551.9,717.7,1.35,309,47.8,294.3,"5,711",50.7,155,50.2,147.3,76.1
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2018,Persons,596,"117,907",505.5,630.6,1.24,275,46.1,250.7,"5,255",46.3,147,53.5,135,77.1
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2019,Persons,646,"118,339",545.9,671.1,1.26,291,45,267.9,"4,614",40.6,148,50.9,138,76.8
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2020,Persons,636,"117,834",539.7,634.5,1.29,284,44.7,257.9,"5,285",46.8,140,49.3,127.3,77.6
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2021,Persons,676,"116,768",578.9,651.5,1.28,311,46,281.2,"5,559",49.8,136,43.7,123.5,76.9
SA311701,Statistical Area Level 3 (SA3),Botany,2017,Persons,269,"51,133",526.1,518,0.98,94,34.9,197.3,"1,506",31.2,46,48.9,97,81.2
SA311701,Statistical Area Level 3 (SA3),Botany,2018,Persons,267,"53,175",502.1,506.2,0.99,94,35.2,197.2,"1,864",37.1,51,54.3,107.3,80.4
SA311701,Statistical Area Level 3 (SA3),Botany,2019,Persons,254,"55,319",459.2,466.5,0.88,100,39.4,201.2,"1,590",30.4,43,43,83.9,79.4
SA311701,Statistical Area Level 3 (SA3),Botany,2020,Persons,221,"57,527",384.2,393.3,0.8,74,33.5,140.1,"1,229",22.6,37,50,68.4,79.7
SA311701,Statistical Area Level 3 (SA3),Botany,2021,Persons,281,"59,189",474.8,494.2,0.97,107,38.1,205.6,"1,796",32.1,53,49.5,100.5,79.9
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2017,Persons,306,"57,712",530.2,545.9,1.03,97,31.7,186.2,"1,346",24.6,40,41.2,76.4,81.4
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2018,Persons,265,"57,736",459,464.5,0.91,91,34.3,169.6,"1,570",28.7,46,50.5,85.4,80.4
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2019,Persons,276,"57,305",481.6,471.2,0.89,88,31.9,162.2,"1,505",27.7,44,50,79.8,82.4
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2020,Persons,266,"56,668",469.4,446.3,0.91,110,41.4,199.5,"1,863",34.8,63,57.3,112.6,78.8
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2021,Persons,310,"55,102",562.6,525.3,1.04,106,34.2,198.6,"1,765",34,59,55.7,111.1,81.3
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2017,Persons,681,"234,499",290.4,428.7,0.81,347,51,190.5,"6,995",30.8,191,55,100.9,74.5
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2018,Persons,725,"236,050",307.1,447.5,0.88,379,52.3,205.9,"7,087",31,196,51.7,102.9,74
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2019,Persons,741,"236,311",313.6,437.8,0.82,414,55.9,214.5,"7,611",33.3,228,55.1,113.1,72.4
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2020,Persons,735,"233,825",314.3,439.4,0.89,372,50.6,193.6,"6,715",29.7,195,52.4,98.1,74.7
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2021,Persons,739,"221,138",334.2,449.6,0.89,363,49.1,196.1,"6,772",31.8,186,51.2,99,75.4
SA311801,Statistical Area Level 3 (SA3),Eastern Suburbs - North,2017,Persons,647,"135,842",476.3,357.6,0.67,171,26.4,124.1,"2,504",19.8,74,43.3,53.6,86.1
SA311801,Statistical Area Level 3 (SA3),Eastern Suburbs - North,2018,Persons,659,"135,368",486.8,363.7,0.71,178,27,123.4,"2,495",19.8,81,45.5,56.9,85.5
SA311801,Statistical Area Level 3 (SA3),Eastern Suburbs - North,2019,Persons,754,"134,628",560.1,418.2,0.79,203,26.9,145.3,"3,194",25.5,106,52.2,78,85.3
SA311801,Statistical Area Level 3 (SA3),Eastern Suburbs - North,2020,Persons,670,"132,940",504,366.9,0.75,166,24.8,116.8,"2,602",21.1,76,45.8,53.5,84.8
SA311801,Statistical Area Level 3 (SA3),Eastern Suburbs - North,2021,Persons,666,"128,390",518.7,367.2,0.72,163,24.5,122.2,"2,509",21.2,67,41.1,51.9,84.8
SA311802,Statistical Area Level 3 (SA3),Eastern Suburbs - South,2017,Persons,854,"149,030",573,476.3,0.9,255,29.9,181.6,"4,268",30.6,115,45.1,80.9,84.1
SA311802,Statistical Area Level 3 (SA3),Eastern Suburbs - South,2018,Persons,917,"147,426",622,506.8,0.99,256,27.9,182,"4,387",31.8,126,49.2,89.9,84.6
SA311802,Statistical Area Level 3 (SA3),Eastern Suburbs - South,2019,Persons,891,"145,124",614,487.2,0.92,243,27.3,171.3,"3,776",27.9,114,46.9,80.4,84.3
SA311802,Statistical Area Level 3 (SA3),Eastern Suburbs - South,2020,Persons,814,"142,298",572,433.7,0.88,215,26.4,151.8,"3,357",25.4,97,45.1,69.4,85.1
SA311802,Statistical Area Level 3 (SA3),Eastern Suburbs - South,2021,Persons,841,"135,266",621.7,456.5,0.9,234,27.8,172.8,"4,273",34.1,114,48.7,84.2,84.6
SA311901,Statistical Area Level 3 (SA3),Bankstown,2017,Persons,"1,166","181,609",642,522.5,0.99,356,30.5,203,"5,980",35.2,156,43.8,90.6,83.4
SA311901,Statistical Area Level 3 (SA3),Bankstown,2018,Persons,"1,178","184,053",640,521.9,1.02,399,33.9,220.1,"6,666",38.7,201,50.4,112.6,83
SA311901,Statistical Area Level 3 (SA3),Bankstown,2019,Persons,"1,228","186,079",659.9,546.9,1.03,424,34.5,229.8,"7,333",42.1,201,47.4,110.6,81.8
SA311901,Statistical Area Level 3 (SA3),Bankstown,2020,Persons,"1,102","187,426",588,472,0.96,363,32.9,191.4,"5,868",33.5,163,44.9,87.2,83.4
SA311901,Statistical Area Level 3 (SA3),Bankstown,2021,Persons,"1,211","186,818",648.2,515.3,1.02,362,29.9,186.8,"5,391",30.9,152,42,78.7,83
SA311902,Statistical Area Level 3 (SA3),Canterbury,2017,Persons,736,"143,277",513.7,450.2,0.85,235,31.9,173.2,"4,465",33.3,117,49.8,86.2,82.1
SA311902,Statistical Area Level 3 (SA3),Canterbury,2018,Persons,772,"143,997",536.1,463.8,0.91,247,32,179.4,"4,176",31,107,43.3,76.9,81.9
SA311902,Statistical Area Level 3 (SA3),Canterbury,2019,Persons,778,"144,677",537.7,460.7,0.87,250,32.1,179.1,"4,142",30.6,120,48,85.8,81.6
SA311902,Statistical Area Level 3 (SA3),Canterbury,2020,Persons,717,"144,231",497.1,408.6,0.83,225,31.4,156.7,"3,514",26.1,106,47.1,73.9,82.2
SA311902,Statistical Area Level 3 (SA3),Canterbury,2021,Persons,832,"141,673",587.3,462.7,0.91,232,27.9,161.5,"3,563",27,95,40.9,66.4,83
SA311903,Statistical Area Level 3 (SA3),Hurstville,2017,Persons,835,"134,165",622.4,432.9,0.82,212,25.4,149,"3,115",25.1,89,42,62.9,85.9
SA311903,Statistical Area Level 3 (SA3),Hurstville,2018,Persons,813,"135,076",601.9,418.9,0.82,191,23.5,133.9,"3,004",24,90,47.1,65.2,85.9
SA311903,Statistical Area Level 3 (SA3),Hurstville,2019,Persons,829,"135,290",612.8,432.9,0.81,227,27.4,153.7,"3,679",29.4,103,45.4,71.5,84.3
SA311903,Statistical Area Level 3 (SA3),Hurstville,2020,Persons,831,"134,583",617.5,421.8,0.86,226,27.2,151.9,"3,551",28.6,99,43.8,68,84.7
SA311903,Statistical Area Level 3 (SA3),Hurstville,2021,Persons,785,"132,237",593.6,392.5,0.77,202,25.7,138.9,"3,361",27.7,88,43.6,61.6,85
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2017,Persons,872,"147,643",590.6,453.2,0.86,243,27.9,165.6,"4,191",30.6,118,48.6,80.6,83.4
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2018,Persons,912,"148,262",615.1,471.1,0.92,255,28,172,"3,747",27.2,119,46.7,80.6,83.5
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2019,Persons,911,"148,681",612.7,460.7,0.87,245,26.9,163.4,"4,321",31.3,120,49,80,83.9
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2020,Persons,928,"148,606",624.5,448.4,0.91,245,26.4,158.7,"3,489",25.4,96,39.2,61.9,84.9
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2021,Persons,950,"146,458",648.7,447.6,0.88,223,23.5,145.9,"3,180",23.6,107,48,70.1,85.2
SA312001,Statistical Area Level 3 (SA3),Canada Bay,2017,Persons,462,"90,039",513.1,392.8,0.74,115,24.9,123.2,"1,645",19.6,55,47.8,59.6,84.2
SA312001,Statistical Area Level 3 (SA3),Canada Bay,2018,Persons,476,"89,927",529.3,393.3,0.77,131,27.5,135.8,"2,154",25.7,60,45.8,62.2,84.9
SA312001,Statistical Area Level 3 (SA3),Canada Bay,2019,Persons,549,"89,764",611.6,450,0.85,147,26.8,153.5,"2,497",30,66,44.9,71.7,85.1
SA312001,Statistical Area Level 3 (SA3),Canada Bay,2020,Persons,498,"89,022",559.4,395.1,0.8,123,24.7,125.2,"1,892",23,58,47.2,61.2,85.5
SA312001,Statistical Area Level 3 (SA3),Canada Bay,2021,Persons,525,"87,165",602.3,415.7,0.82,139,26.5,144.6,"2,356",29.3,56,40.3,59.8,85
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2017,Persons,248,"59,108",419.6,451.9,0.85,96,38.7,151.4,"1,560",27.6,35,36.1,56.2,80.4
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2018,Persons,276,"59,125",466.8,483,0.95,110,39.9,172.1,"2,001",35.5,56,50.9,85.9,80.2
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2019,Persons,266,"58,952",451.2,461.5,0.87,109,41,168.3,"1,748",31.1,60,55.6,93.2,79.9
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2020,Persons,272,"58,416",465.6,458,0.93,108,39.7,164,"1,580",28.5,50,46.3,77.5,80.6
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2021,Persons,268,"56,644",473.1,444.9,0.88,105,39.2,164.6,"1,672",31.2,53,50.5,83.4,79.2
SA312003,Statistical Area Level 3 (SA3),Strathfield - Burwood - Ashfield,2017,Persons,896,"161,715",554.1,463.9,0.88,253,28.2,172.8,"4,546",30,125,49.4,86,84.4
SA312003,Statistical Area Level 3 (SA3),Strathfield - Burwood - Ashfield,2018,Persons,854,"163,478",522.4,434,0.85,232,27.2,152.7,"3,786",24.7,117,50.4,76.5,84.5
SA312003,Statistical Area Level 3 (SA3),Strathfield - Burwood - Ashfield,2019,Persons,995,"165,190",602.3,493.1,0.93,272,27.3,173.6,"4,524",29.3,128,47.1,82.7,84.5
SA312003,Statistical Area Level 3 (SA3),Strathfield - Burwood - Ashfield,2020,Persons,928,"165,262",561.5,451.1,0.92,240,25.9,154.7,"3,977",25.7,124,51.7,80.3,84.8
SA312003,Statistical Area Level 3 (SA3),Strathfield - Burwood - Ashfield,2021,Persons,912,"162,483",561.3,434.9,0.86,252,27.6,158.9,"4,194",27.7,111,44,69.6,84
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2017,Persons,551,"119,517",461,361.8,0.68,121,22,101.4,"2,057",18.3,58,47.9,49.5,87.2
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2018,Persons,599,"120,119",498.7,405.6,0.79,138,23,113.1,"2,230",19.8,68,49.3,56.7,85.4
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2019,Persons,600,"120,753",496.9,392.4,0.74,151,25.2,122.7,"2,572",22.7,70,46.4,58.1,86.2
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2020,Persons,532,"120,794",440.4,344.3,0.7,138,25.9,109.7,"2,338",20.7,60,43.5,48.7,85.6
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2021,Persons,656,"118,053",555.7,416.3,0.82,162,24.7,133.2,"2,600",23.6,75,46.3,63.6,86.3
SA312102,Statistical Area Level 3 (SA3),Hornsby,2017,Persons,466,"84,815",549.4,474.6,0.9,131,28.1,147.8,"1,864",23.4,56,42.7,64.6,83.9
SA312102,Statistical Area Level 3 (SA3),Hornsby,2018,Persons,450,"86,353",521.1,437.9,0.86,146,32.4,159.7,"2,526",31.2,68,46.6,76.6,84.2
SA312102,Statistical Area Level 3 (SA3),Hornsby,2019,Persons,504,"87,634",575.1,475.5,0.89,152,30.2,164.2,"2,703",32.9,56,36.8,62.9,84.4
SA312102,Statistical Area Level 3 (SA3),Hornsby,2020,Persons,442,"88,482",499.5,402.8,0.82,123,27.8,129.5,"2,055",24.9,63,51.2,67.6,84.4
SA312102,Statistical Area Level 3 (SA3),Hornsby,2021,Persons,511,"87,666",582.9,446,0.88,125,24.5,132.1,"1,893",23.2,59,47.2,61.5,85
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2017,Persons,768,"124,370",617.5,354.2,0.67,147,19.1,109.3,"2,252",19.9,80,54.1,61.5,87.1
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2018,Persons,724,"125,712",575.9,337.1,0.66,134,18.5,99.1,"1,947",17,49,36.6,40.1,87
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2019,Persons,737,"126,496",582.6,338.4,0.64,131,17.8,94.6,"2,044",17.8,61,46.9,46.3,87
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2020,Persons,745,"126,514",588.9,336.5,0.68,152,20.4,104.8,"2,089",18.2,62,40.8,43.6,86.8
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2021,Persons,784,"124,946",627.5,338.5,0.67,138,17.6,93.8,"1,840",16.3,50,36.2,36.4,87.6
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2017,Persons,416,"100,367",414.5,322.4,0.61,131,31.5,114.2,"1,895",20.2,62,47.3,54.9,84.2
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2018,Persons,448,"100,219",447,349.7,0.69,135,30.1,118.9,"2,261",24.2,71,52.6,63.9,83.1
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2019,Persons,472,"99,631",473.7,360,0.68,126,26.7,109.5,"1,820",19.7,59,46.8,51.5,84.4
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2020,Persons,394,"98,307",400.8,294.3,0.6,110,27.9,94.4,"1,666",18.4,44,40,39,83.2
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2021,Persons,444,"95,405",465.4,326.3,0.64,117,26.4,109,"2,146",24.6,51,43.6,52.4,84.6
SA312201,Statistical Area Level 3 (SA3),Manly,2017,Persons,201,"44,960",447.1,359.1,0.68,48,23.9,99.1,809,19.2,26,54.2,53.7,85.8
SA312201,Statistical Area Level 3 (SA3),Manly,2018,Persons,197,"44,944",438.3,350.2,0.69,67,34,138.7,"1,255",29.8,34,50.7,70.3,85.1
SA312201,Statistical Area Level 3 (SA3),Manly,2019,Persons,204,"44,827",455.1,364.8,0.69,59,28.9,121.7,"1,078",25.8,22,37.3,48.2,83.7
SA312201,Statistical Area Level 3 (SA3),Manly,2020,Persons,185,"44,557",415.2,319.8,0.65,46,24.9,93.5,726,17.5,19,41.3,,85.8
SA312201,Statistical Area Level 3 (SA3),Manly,2021,Persons,191,"43,581",438.3,330,0.65,42,22,85.9,480,11.9,15,35.7,,84.9
SA312202,Statistical Area Level 3 (SA3),Pittwater,2017,Persons,422,"63,672",662.8,418.6,0.79,96,22.7,121.1,"1,527",26.2,36,37.5,46.5,86
SA312202,Statistical Area Level 3 (SA3),Pittwater,2018,Persons,411,"63,857",643.6,392.9,0.77,111,27,127.7,"1,413",24.3,42,37.8,52.7,85
SA312202,Statistical Area Level 3 (SA3),Pittwater,2019,Persons,429,"63,970",670.6,407.3,0.77,109,25.4,132.3,"1,465",25.2,54,49.5,69.8,85.2
SA312202,Statistical Area Level 3 (SA3),Pittwater,2020,Persons,451,"63,901",705.8,416.9,0.85,131,29,150.3,"1,637",28.4,62,47.3,75.1,84.1
SA312202,Statistical Area Level 3 (SA3),Pittwater,2021,Persons,414,"63,557",651.4,361.7,0.71,83,20,99.7,"1,084",19,37,44.6,47.8,86.5
SA312203,Statistical Area Level 3 (SA3),Warringah,2017,Persons,"1,061","158,707",668.5,449,0.85,233,22,139.4,"3,358",23,106,45.5,64.5,85.6
SA312203,Statistical Area Level 3 (SA3),Warringah,2018,Persons,"1,072","159,298",673,444.6,0.87,244,22.8,143.9,"3,604",24.6,117,48,69.2,86.3
SA312203,Statistical Area Level 3 (SA3),Warringah,2019,Persons,"1,166","159,745",729.9,473.2,0.89,263,22.6,155,"3,855",26.3,116,44.1,69.6,86.8
SA312203,Statistical Area Level 3 (SA3),Warringah,2020,Persons,"1,060","159,197",665.8,427,0.87,227,21.4,133.3,"3,225",22.1,116,51.1,69.5,86.2
SA312203,Statistical Area Level 3 (SA3),Warringah,2021,Persons,"1,112","157,343",706.7,443.8,0.88,241,21.7,143.2,"3,547",24.7,99,41.1,59.8,86.3
SA312301,Statistical Area Level 3 (SA3),Camden,2017,Persons,317,"66,563",476.2,559.7,1.06,95,30,164.1,"1,449",22.7,46,48.4,79.5,84
SA312301,Statistical Area Level 3 (SA3),Camden,2018,Persons,344,"68,761",500.3,583.6,1.14,115,33.4,186.8,"1,800",27.3,41,35.7,65.5,82.1
SA312301,Statistical Area Level 3 (SA3),Camden,2019,Persons,404,"70,890",569.9,663,1.25,119,29.5,185.5,"1,850",27.3,56,47.1,87.6,82.6
SA312301,Statistical Area Level 3 (SA3),Camden,2020,Persons,349,"72,498",481.4,554.6,1.13,108,30.9,161.4,"1,843",26.6,42,38.9,63.7,82.4
SA312301,Statistical Area Level 3 (SA3),Camden,2021,Persons,361,"73,924",488.3,537,1.06,117,32.4,168.7,"1,815",25.7,57,48.7,83.7,82.4
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2017,Persons,851,"166,429",511.2,608.4,1.15,366,43,221.1,"5,894",36.9,196,53.6,117.9,77.9
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2018,Persons,874,"170,024",513.9,592.9,1.16,421,48.2,246.7,"7,138",43.8,209,49.6,124.3,75.9
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2019,Persons,"1,016","173,371",585.9,667.1,1.26,471,46.4,265.6,"8,081",48.7,221,46.9,126,76.4
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2020,Persons,876,"176,730",495.5,548.4,1.12,410,46.8,224.3,"6,538",38.7,188,45.9,106.1,76.3
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2021,Persons,946,"179,062",528.3,572,1.13,424,44.8,227.3,"6,559",38.5,181,42.7,99.6,76.6
SA312303,Statistical Area Level 3 (SA3),Wollondilly,2017,Persons,248,"43,216",573.9,564.7,1.07,104,41.9,224.2,"1,716",41.9,50,48.1,107.9,79.5
SA312303,Statistical Area Level 3 (SA3),Wollondilly,2018,Persons,225,"44,155",509.6,494.5,0.97,88,39.1,187.5,"1,581",37.9,49,55.7,107.3,80.4
SA312303,Statistical Area Level 3 (SA3),Wollondilly,2019,Persons,273,"44,848",608.7,577.2,1.09,97,35.5,194,"1,295",30.6,29,29.9,62.8,81.6
SA312303,Statistical Area Level 3 (SA3),Wollondilly,2020,Persons,233,"45,475",512.4,467.8,0.95,95,40.8,185,"1,600",37.4,51,53.7,102.2,79.8
SA312303,Statistical Area Level 3 (SA3),Wollondilly,2021,Persons,240,"46,013",521.6,461.9,0.91,95,39.6,184.4,"1,555",36,39,41.1,77.6,79.2
SA312401,Statistical Area Level 3 (SA3),Blue Mountains,2017,Persons,599,"78,756",760.6,549.9,1.04,198,33.1,191.4,"2,998",41.1,93,47,94.2,81
SA312401,Statistical Area Level 3 (SA3),Blue Mountains,2018,Persons,621,"78,837",787.7,558.4,1.09,208,33.5,200.9,"2,858",39.2,89,42.8,90,81.9
SA312401,Statistical Area Level 3 (SA3),Blue Mountains,2019,Persons,579,"78,786",734.9,505.5,0.95,194,33.5,177.5,"2,529",34.9,101,52.1,95,81.9
SA312401,Statistical Area Level 3 (SA3),Blue Mountains,2020,Persons,530,"78,715",673.3,459.3,0.93,179,33.8,172.9,"2,629",36.4,96,53.6,96.7,81.1
SA312401,Statistical Area Level 3 (SA3),Blue Mountains,2021,Persons,595,"78,187",761,500.3,0.99,204,34.3,190.3,"2,686",37.7,101,49.5,98.6,80.9
SA312402,Statistical Area Level 3 (SA3),Blue Mountains - South,2017,Persons,0,5,,,,,,,,,,,,
SA312402,Statistical Area Level 3 (SA3),Blue Mountains - South,2018,Persons,0,5,,,,,,,,,,,,
SA312402,Statistical Area Level 3 (SA3),Blue Mountains - South,2019,Persons,0,6,,,,,,,,,,,,
SA312402,Statistical Area Level 3 (SA3),Blue Mountains - South,2020,Persons,0,6,,,,,,,,,,,,
SA312402,Statistical Area Level 3 (SA3),Blue Mountains - South,2021,Persons,0,7,,,,,,,,,,,,
SA312403,Statistical Area Level 3 (SA3),Penrith,2017,Persons,785,"146,994",534,613.9,1.16,332,42.3,234.9,"5,210",37,162,48.8,114.2,78.5
SA312403,Statistical Area Level 3 (SA3),Penrith,2018,Persons,797,"150,657",529,602.5,1.18,344,43.2,234.8,"5,594",38.8,161,46.8,111.2,78.3
SA312403,Statistical Area Level 3 (SA3),Penrith,2019,Persons,790,"154,376",511.7,568.8,1.07,359,45.4,235,"5,817",39.5,163,45.4,108.9,77.4
SA312403,Statistical Area Level 3 (SA3),Penrith,2020,Persons,753,"157,560",477.9,524.9,1.07,315,41.8,202,"5,080",33.8,147,46.7,94.6,78.7
